coin,buy_date,buy,sell_date,sell,profit,profit_rate
BTC,2020-01-06,8870433.0,2020-02-12,11787103.5,2916670.5,0.3288081314632555
BTC,2020-04-23,9061528.5,2020-05-12,10671661.5,1610133.0,0.1776888965255696
BTC,2020-06-01,12118056.0,2020-06-11,11084455.0,-1033601.0,-0.08529429142760192
BTC,2020-07-22,11274634.5,2020-08-15,13871061.0,2596426.5,0.2302891947406366
BTC,2020-10-10,12870432.0,2020-11-09,17097447.0,4227015.0,0.32842836977033874
BTC,2020-11-17,19341666.0,2020-11-26,19215387.5,-126278.5,-0.006528832624862822
ETH,2020-01-06,163281.59999999998,2020-02-17,314692.575,151410.97500000003,0.9272996773671991
ETH,2020-04-18,225462.675,2020-05-09,254072.90000000002,28610.225000000035,0.12689561587078677
ETH,2020-05-30,291245.55,2020-06-11,275612.125,-15633.424999999988,-0.053677815849890204
ETH,2020-07-22,312005.925,2020-08-11,452523.625,140517.7,0.4503686909150844
ETH,2020-09-01,557678.7,2020-09-03,462068.85000000003,-95609.84999999992,-0.1714425349219899
ETH,2020-10-12,442070.925,2020-10-17,423738.025,-18332.899999999965,-0.04147049480804458
ETH,2020-10-22,465232.5,2020-10-28,440829.47500000003,-24403.024999999965,-0.052453396957435186
ETH,2020-11-06,508454.1,2020-11-28,591803.9500000001,83349.8500000001,0.16392797304614143
ETH,2020-12-17,697648.6499999999,2020-12-22,715542.05,17893.40000000014,0.025648153981234167
NEO,2020-01-06,10975.484999999999,2020-02-18,17851.07,6875.585000000001,0.626449309529374
NEO,2020-04-25,10255.125,2020-05-16,12053.970000000001,1798.8450000000012,0.17540936848648858
NEO,2020-05-30,13196.595,2020-06-11,12783.605000000001,-412.98999999999796,-0.03129519394965125
NEO,2020-07-22,13666.83,2020-07-30,13893.050000000001,226.22000000000116,0.016552485104446398
NEO,2020-08-10,17078.535,2020-08-27,20979.505,3900.970000000001,0.22841361978647473
NEO,2020-08-29,24812.399999999998,2020-09-21,23648.170000000002,-1164.229999999996,-0.04692129741580806
NEO,2020-11-21,19939.965,2020-12-08,17991.0,-1948.9650000000001,-0.097741645985838
MTL,2020-01-14,359.17949999999996,2020-02-01,417.791,58.611500000000035,0.1631816403775829
MTL,2020-02-04,516.2579999999999,2020-02-16,455.77200000000005,-60.485999999999876,-0.1171623490580289
MTL,2020-03-27,424.212,2020-03-30,384.8075,-39.404499999999985,-0.0928886971608535
MTL,2020-04-20,393.19649999999996,2020-05-10,338.83050000000003,-54.36599999999993,-0.1382667444903501
MTL,2020-05-22,383.19149999999996,2020-05-29,378.81050000000005,-4.380999999999915,-0.011432925834732544
MTL,2020-06-08,410.205,2020-06-14,370.8145,-39.390499999999975,-0.09602637705537469
MTL,2020-07-10,400.2,2020-07-16,387.80600000000004,-12.393999999999949,-0.030969515242378683
MTL,2020-07-17,413.2065,2020-07-30,395.802,-17.404499999999985,-0.042120586196006074
MTL,2020-08-11,440.21999999999997,2020-08-21,461.769,21.549000000000035,0.048950524737631264
MTL,2020-08-22,491.2455,2020-08-26,454.77250000000004,-36.472999999999956,-0.07424597273664585
MTL,2020-10-09,391.1955,2020-10-20,345.827,-45.36849999999998,-0.11597398231830372
MTL,2020-11-24,388.19399999999996,2020-12-26,402.79850000000005,14.604500000000087,0.03762165309098051
XRP,2020-02-02,289.1445,2020-02-17,337.831,48.686500000000024,0.16838120732021541
XRP,2020-04-06,238.119,2020-05-12,238.8805,0.7615000000000123,0.003197980841512069
XRP,2020-07-08,243.1215,2020-07-18,237.881,-5.240499999999997,-0.021555066088354988
XRP,2020-07-25,253.1265,2020-08-11,337.831,84.70450000000002,0.3346330787175583
XRP,2020-11-14,297.14849999999996,2020-12-04,611.6940000000001,314.5455000000001,1.0585464843335914
ETC,2019-12-26,5137.5675,2020-02-09,13653.17,8515.6025,1.6575164219253569
ETC,2020-04-26,7568.782499999999,2020-05-11,7361.3175,-207.46499999999924,-0.027410617229389173
ETC,2020-05-29,8744.369999999999,2020-06-02,8435.78,-308.5899999999983,-0.03529013525273957
ETC,2020-07-27,8339.1675,2020-08-07,8170.9125,-168.2549999999992,-0.020176474450237295
ETC,2020-11-20,7263.629999999999,2020-12-01,8330.8325,1067.2025000000012,0.14692412746794664
SNT,2020-01-14,12.6063,2020-02-20,21.089450000000003,8.483150000000004,0.6729294083117175
SNT,2020-04-22,21.710849999999997,2020-05-20,32.08395,10.373100000000004,0.47778414939995467
SNT,2020-07-09,33.11655,2020-08-27,41.979,8.862450000000003,0.26761392717538524
SNT,2020-11-10,30.415199999999995,2020-12-04,38.88055,8.465350000000004,0.27832629737762715
XEM,2020-01-07,38.6193,2020-02-15,87.05645,48.437149999999995,1.2542213349283906
XEM,2020-04-28,49.32464999999999,2020-05-11,45.177400000000006,-4.1472499999999854,-0.08408067771388111
XEM,2020-05-30,51.325649999999996,2020-06-12,54.172900000000006,2.8472500000000096,0.055474212211633164
XEM,2020-07-08,56.028,2020-07-28,59.3703,3.3423000000000016,0.059654101520668266
XEM,2020-08-01,65.63279999999999,2020-09-06,163.918,98.28520000000002,1.4975012493753128
XEM,2020-11-24,182.09099999999998,2020-12-11,222.88850000000002,40.79750000000004,0.22405006288064785
XEM,2020-12-18,330.16499999999996,2020-12-22,312.8435,-17.321499999999958,-0.05246316235821471
QTUM,2020-01-12,2016.0075,2020-02-16,2948.525,932.5175000000002,0.4625565629096123
QTUM,2020-04-25,1805.9025,2020-05-10,1774.1125000000002,-31.789999999999736,-0.017603386672314668
QTUM,2020-05-22,2131.065,2020-06-12,2098.9500000000003,-32.11499999999978,-0.015069929823820381
QTUM,2020-07-08,2376.1875,2020-07-23,2783.6075,407.4200000000001,0.17145953339119918
QTUM,2020-08-01,3126.5625,2020-08-29,4027.985,901.4225000000001,0.2883110444777612
QTUM,2020-11-17,2426.2125,2020-12-05,2953.5225,527.31,0.21733875330376046
STEEM,2020-01-14,154.077,2020-02-19,267.86600000000004,113.78900000000004,0.7385203502145035
STEEM,2020-03-19,397.19849999999997,2020-03-28,183.90800000000002,-213.29049999999995,-0.5369871739193375
STEEM,2020-04-26,224.112,2020-05-10,201.899,-22.212999999999994,-0.09911562076104802
STEEM,2020-05-19,265.1325,2020-06-11,228.8855,-36.246999999999986,-0.13671277568762782
STEEM,2020-07-08,257.1285,2020-07-18,245.877,-11.251499999999965,-0.04375827650377133
STEEM,2020-07-21,262.131,2020-07-27,238.8805,-23.25049999999996,-0.08869801740351184
STEEM,2020-08-10,273.1365,2020-08-29,278.8605,5.7239999999999895,0.020956554689688083
STEEM,2020-11-18,178.089,2020-12-12,185.907,7.818000000000012,0.04389939861529916
XLM,2020-02-04,76.4382,2020-02-17,85.95700000000001,9.518800000000013,0.12452935835747066
XLM,2020-04-23,75.0375,2020-05-07,86.65665000000001,11.619150000000019,0.15484457771114468
XLM,2020-06-01,89.74485,2020-06-12,87.45625000000001,-2.288599999999988,-0.025501184747648342
XLM,2020-07-08,101.0505,2020-07-27,109.94500000000001,8.894500000000008,0.08802034626251239
XLM,2020-08-01,126.06299999999999,2020-08-10,124.9375,-1.1254999999999882,-0.008928075644717232
XLM,2020-08-16,133.0665,2020-09-29,86.3568,-46.709699999999984,-0.3510252392600691
XLM,2020-10-16,91.2456,2020-10-29,87.45625000000001,-3.7893499999999847,-0.04152912578798303
XLM,2020-11-17,95.24759999999999,2020-12-04,178.9105,83.66290000000002,0.8783727883957184
STORJ,2020-01-15,139.0695,2020-02-22,189.905,50.835499999999996,0.36554025145700525
STORJ,2020-04-26,128.064,2020-05-10,123.938,-4.125999999999991,-0.032218265867066394
STORJ,2020-05-20,145.0725,2020-06-02,159.92000000000002,14.847500000000025,0.1023453790346208
STORJ,2020-06-10,195.0975,2020-06-27,182.9085,-12.188999999999993,-0.062476454080651944
STORJ,2020-07-15,213.10649999999998,2020-07-17,200.89950000000002,-12.206999999999965,-0.05728121854565659
STORJ,2020-07-23,225.11249999999998,2020-07-27,193.90300000000002,-31.209499999999963,-0.13863956910433656
STORJ,2020-08-09,246.123,2020-09-04,719.64,473.517,1.9239039017076829
STORJ,2020-10-10,730.365,2020-10-16,496.7515,-233.6135,-0.31985856386875056
STORJ,2020-11-24,440.21999999999997,2020-12-10,371.814,-68.40599999999995,-0.15539048657489427
STORJ,2020-12-19,421.21049999999997,2020-12-27,334.83250000000004,-86.37799999999993,-0.20507086124396218
GRS,2020-01-13,222.111,2020-02-18,318.8405,96.72950000000003,0.43550071810941393
GRS,2020-04-26,203.1015,2020-05-13,173.913,-29.188499999999976,-0.14371385735703565
GRS,2020-05-23,199.09949999999998,2020-06-19,271.86400000000003,72.76450000000006,0.36546801975896503
GRS,2020-07-21,243.1215,2020-07-23,235.882,-7.2394999999999925,-0.029777292423746944
GRS,2020-07-29,275.1375,2020-08-22,269.865,-5.2724999999999795,-0.01916314569987726
GRS,2020-08-24,303.1515,2020-08-27,263.868,-39.283500000000004,-0.12958372298999016
GRS,2020-08-29,310.155,2020-09-02,267.86600000000004,-42.28899999999993,-0.1363479550547305
GRS,2020-11-10,217.1085,2020-11-30,236.88150000000002,19.773000000000025,0.09107427852893842
ADA,2020-01-28,57.6288,2020-02-15,74.46275,16.83395,0.2921100213781998
ADA,2020-04-23,49.424699999999994,2020-05-10,58.27085,8.846150000000009,0.17898237116259702
ADA,2020-05-18,65.33264999999999,2020-06-13,95.05245,29.719800000000006,0.45489965583823727
ADA,2020-07-01,116.05799999999999,2020-07-19,147.92600000000002,31.868000000000023,0.2745868445087803
ADA,2020-07-25,166.083,2020-08-02,156.9215,-9.16149999999999,-0.05516217794717093
ADA,2020-11-20,131.0655,2020-12-05,173.913,42.847500000000025,0.32691669432459364
SBD,2020-01-14,730.365,2020-02-15,1129.4350000000002,399.07000000000016,0.5463980338597827
SBD,2020-03-18,1110.5549999999998,2020-04-21,1194.4025000000001,83.84750000000031,0.07550053801927893
SBD,2020-04-27,1300.6499999999999,2020-05-07,1214.3925000000002,-86.25749999999971,-0.06631876369507532
SBD,2020-05-20,1340.6699999999998,2020-06-14,1264.3675,-76.30249999999978,-0.0569137073254416
SBD,2020-07-22,1270.635,2020-08-03,1229.385,-41.25,-0.032464082919170335
